Gen8

VEHICLE
NUMBER     CAPACITY
30     700

CUSTOMER
CUST NO.     XCOORD.     YCOORD.     DEMAND     READY TIME     DUE DATE     SERVICE TIME
151    44    22    28    369    477    10
152    94    72    19    595    829    10
153    90    2    27    333    738    10
154    84    97    21    508    889    10
155    76    64    23    553    748    10
156    17    75    1    709    829    10
157    86    68    22    382    930    10
158    4    48    27    802    826    10
159    80    42    8    99    697    10
160    28    96    19    622    946    10
161    21    42    13    202    329    10
162    51    59    7    313    967    10
163    13    78    24    266    397    10
164    63    15    15    162    446    10
165    77    85    23    641    932    10
166    37    83    15    685    808    10
167    24    85    2    174    420    10
168    93    56    14    487    808    10
169    69    39    24    394    827    10
170    40    90    6    154    368    10
171    20    54    12    300    400    10
172    29    96    8    551    843    10
173    10    81    4    225    380    10
174    13    4    19    283    937    10
175    67    54    17    371    661    10
176    12    51    6    119    689    10
177    89    86    31    293    485    10
178    60    31    1    785    852    10
179    50    95    25    505    629    10
180    38    64    21    93    515    10
181    95    9    26    395    412    10
182    14    93    15    851    907    10
183    82    91    11    368    560    10
184    12    34    19    575    683    10
185    77    34    13    764    816    10
186    32    12    13    225    238    10
187    60    47    16    767    958    10
188    61    3    7    716    753    10
189    23    77    11    431    552    10
190    85    18    6    92    556    10
191    96    34    15    707    846    10
192    66    46    9    761    901    10
193    79    74    1    299    935    10
194    82    91    27    700    924    10
195    24    96    24    687    719    10
196    23    43    16    429    618    10
197    26    54    14    120    219    10
198    73    45    18    721    935    10
199    70    12    3    423    883    10
200    82    2    18    583    755    10
