Gen8

VEHICLE
NUMBER     CAPACITY
30     700

CUSTOMER
CUST NO.     XCOORD.     YCOORD.     DEMAND     READY TIME     DUE DATE     SERVICE TIME
111    8    55    14    241    353    10
112    89    41    20    337    550    10
113    43    49    17    789    879    10
114    11    69    20    423    753    10
115    92    86    22    129    713    10
116    8    71    7    377    636    10
117    17    38    9    759    790    10
118    1    5    1    106    184    10
119    57    53    22    383    533    10
120    47    26    15    764    942    10
121    93    88    12    351    443    10
122    14    47    27    668    937    10
123    83    46    15    23    68    10
124    98    33    19    584    653    10
125    24    12    17    721    885    10
126    49    17    11    893    958    10
127    66    53    18    800    978    10
128    71    11    24    695    956    10
129    19    37    12    233    556    10
130    28    79    1    677    702    10
131    88    98    1    155    815    10
132    23    65    30    221    230    10
133    13    48    12    602    617    10
134    60    14    15    406    959    10
135    20    24    23    295    500    10
136    87    4    1    265    572    10
137    5    41    21    642    715    10
138    50    23    12    621    640    10
139    94    77    29    276    428    10
140    20    2    19    396    439    10
141    57    89    23    611    693    10
142    61    77    14    359    397    10
143    19    76    9    738    932    10
144    4    37    4    336    348    10
145    94    8    16    542    573    10
146    44    79    1    545    835    10
147    17    7    5    695    922    10
148    48    99    26    113    123    10
149    84    57    31    285    473    10
150    60    55    1    291    337    10
151    30    83    19    443    852    10
152    31    56    26    639    855    10
153    41    29    26    819    961    10
154    66    40    8    612    849    10
155    20    71    21    354    475    10
156    96    10    3    273    565    10
157    79    0    8    191    373    10
158    98    77    6    501    562    10
159    98    17    28    396    467    10
160    47    26    4    248    407    10
161    53    79    15    446    880    10
162    21    48    1    570    748    10
163    58    84    22    936    947    10
164    45    71    1    52    152    10
165    39    77    16    878    946    10
166    67    0    1    821    946    10
167    95    37    6    60    68    10
168    98    39    14    154    427    10
169    76    5    7    348    373    10
170    41    55    19    584    962    10
171    80    45    18    699    973    10
172    52    73    9    75    590    10
173    26    39    11    640    687    10
174    63    44    20    967    986    10
175    72    74    16    905    956    10
176    7    45    5    348    612    10
177    69    32    12    826    829    10
178    18    25    7    564    713    10
179    73    86    20    318    944    10
180    15    25    4    101    266    10
181    59    42    21    247    271    10
182    68    6    22    444    499    10
183    98    37    8    435    735    10
184    94    65    36    761    952    10
185    33    43    15    358    755    10
186    59    63    25    784    888    10
187    25    47    26    108    519    10
188    73    7    25    773    903    10
189    42    42    27    843    950    10
190    4    43    20    835    868    10
191    54    92    8    202    338    10
192    16    44    12    626    684    10
193    84    5    14    839    946    10
194    76    99    20    851    931    10
195    79    68    4    750    876    10
196    61    4    12    776    950    10
197    42    48    14    673    890    10
198    23    47    7    866    946    10
199    49    69    19    347    350    10
200    41    78    9    648    945    10
