Gen8

VEHICLE
NUMBER     CAPACITY
30     700

CUSTOMER
CUST NO.     XCOORD.     YCOORD.     DEMAND     READY TIME     DUE DATE     SERVICE TIME
81    28    27    14    805    941    10
82    96    74    24    800    901    10
83    48    56    12    625    952    10
84    68    15    14    786    929    10
85    94    91    3    810    877    10
86    42    42    10    341    541    10
87    71    45    18    395    546    10
88    38    18    8    549    755    10
89    29    3    17    905    936    10
90    72    13    23    809    924    10
91    74    88    20    463    756    10
92    91    95    18    222    333    10
93    38    50    8    621    694    10
94    3    36    14    816    976    10
95    81    27    13    194    504    10
96    55    24    1    247    454    10
97    13    21    25    619    850    10
98    37    57    7    230    728    10
99    40    45    4    111    493    10
100    24    26    8    747    951    10
101    29    59    10    174    892    10
102    66    88    3    406    478    10
103    29    63    15    144    501    10
104    90    96    15    218    523    10
105    35    24    14    815    961    10
106    99    65    17    227    429    10
107    0    4    35    485    710    10
108    60    60    15    672    736    10
109    47    13    26    924    945    10
110    17    56    16    520    856    10
111    71    16    24    915    926    10
112    47    26    35    57    156    10
113    47    57    29    497    895    10
114    80    65    13    300    513    10
115    55    13    1    801    862    10
116    22    93    5    588    937    10
117    6    21    8    231    271    10
118    43    77    29    865    943    10
119    80    93    9    852    905    10
120    4    34    8    649    975    10
121    60    99    11    913    916    10
122    83    67    9    649    724    10
123    85    47    11    209    224    10
124    77    36    21    903    925    10
125    11    70    21    121    237    10
126    28    61    29    790    965    10
127    99    40    18    328    706    10
128    15    92    19    876    938    10
129    48    64    13    604    607    10
130    98    89    3    559    603    10
131    22    52    22    198    861    10
132    99    49    12    315    604    10
133    94    81    10    778    819    10
134    76    36    33    178    428    10
135    61    41    1    940    942    10
136    48    81    17    323    622    10
137    69    38    6    280    478    10
138    22    78    12    384    558    10
139    65    77    12    883    927    10
140    80    50    9    490    523    10
141    10    1    18    625    948    10
142    78    84    28    658    912    10
143    91    22    18    877    910    10
144    5    9    15    479    626    10
145    49    94    14    869    926    10
146    35    38    26    512    688    10
147    49    7    25    623    853    10
148    1    15    9    722    760    10
149    98    98    1    216    369    10
150    3    20    16    33    341    10
151    22    14    5    74    597    10
152    65    51    15    601    881    10
153    46    95    3    726    927    10
154    20    64    35    915    965    10
155    34    6    9    866    948    10
156    91    32    24    359    577    10
157    43    7    36    235    725    10
158    90    80    28    833    898    10
159    39    90    13    822    888    10
160    1    88    17    863    876    10
161    54    83    21    117    161    10
162    75    89    19    795    820    10
163    50    79    21    921    937    10
164    99    70    11    111    341    10
165    43    22    4    840    954    10
166    9    79    12    698    951    10
167    51    33    14    693    860    10
168    92    21    22    487    765    10
169    83    41    11    769    808    10
170    2    1    19    871    946    10
171    59    69    2    596    723    10
172    67    74    9    141    259    10
173    7    65    5    670    891    10
174    29    26    5    477    857    10
175    65    62    24    845    912    10
176    5    71    16    355    538    10
177    49    98    25    884    923    10
178    91    42    20    765    912    10
179    2    97    26    282    930    10
180    20    96    19    306    366    10
181    73    36    9    201    700    10
182    16    69    19    120    766    10
183    15    77    1    625    667    10
184    96    96    8    104    421    10
185    10    30    19    484    568    10
186    45    1    7    603    904    10
187    70    8    25    166    457    10
188    31    39    5    58    631    10
189    65    81    21    636    924    10
190    58    28    6    807    896    10
191    98    41    26    558    721    10
192    87    93    21    223    490    10
193    53    73    21    446    570    10
194    91    36    19    228    422    10
195    92    59    20    798    888    10
196    98    86    26    877    894    10
197    93    5    11    889    902    10
198    43    97    26    602    927    10
199    14    37    34    285    715    10
200    99    25    30    774    902    10
